Id,budget,gross,,
7087,4800000,125479266,,
7088,217000000,605425157,,
7089,4500000,3283369,,
7090,110000000,169846945,,
7091,,6335171,,
7092,30000000,59284015,,
7093,39000000,35669017,,
7094,177200000,225973340,,
7095,60000000,113231078,,
7096,45000000,185400345,,
7097,33000000,67234188,,
7098,,9360514,,
7099,2000000,10971298,,
7100,58000000,100541806,,
7101,13000000,24646055,,
7102,7000000,43069254,,
7103,35000000,47756590,,
7104,37500000,125856180,,
7105,,397783,,
7106,15000000,306515884,,
7107,50000000,134866593,,
7108,150000000,490719763,,
7109,120000000,221600160,,
7110,18000000,40656399,,
7111,175000000,383930656,,
7112,20000000,47347283,,
7113,85000000,346118277,,
7114,125000000,409231607,,
7115,25000000,26800152,,
7116,111000000,296069199,,
7117,38000000,26351322,,
7118,10500000,27869129,,
7119,9000000,22088533,,
7120,80000000,311950384,,
7121,,10060903,,
7122,5000000,56411585,,
7123,,956425,,
7124,6000000,3187255,,
7125,35000000,145418070,,
7126,,913331,,
7127,10000000,102952888,,
7128,35000000,43155261,,
7129,10000000,29820616,,
7130,5300000,62198461,,
7131,50000000,180419231,,
7132,10000000,61621140,,
7133,100000,1951683,,
7134,,14725,,
7135,100000000,142337240,,
7136,,2728446,,
7137,50000000,56996304,,
7138,25000000,12751667,,
7139,,19978189,,
7140,5000000,19735344,,
7141,80000000,1034800131,,
7142,25000000,84918541,,
7143,68000000,55003890,,
7144,5000000,16373843,,
7145,25000000,15889124,,
7146,50000000,217776646,,
7147,,3146831,,
7148,12000000,17768012,,
7149,40000000,227978645,,
7150,19000000,140552359,,
7151,,42187665,,
7152,30000000,16080475,,
7153,,5012423,,
7154,35000000,62832209,,
7155,18000000,41681746,,
7156,,9493791,,
7157,1200000,4101699,,
7158,25000000,18598607,,
7159,,2559939,,
7160,10000000,4596705,,
7161,,3430165,,
7162,69000000,180613824,,
7163,,4372130,,
7164,22000000,205035819,,
7165,,1093077,,
7166,,1647175,,
7167,20000000,96942115,,
7168,,1463727,,
7169,19000000,45158254,,
7170,25000000,83080890,,
7171,,280668,,
7172,,1899615,,
7173,,3436124,,
7174,,3862498,,
7175,70000000,123081555,,
7176,,1436751,,
7177,40000000,34184504,,
7178,,12294931,,
7179,20000000,26152835,,
7180,,380553,,
7181,,1813453,,
7182,34000000,23355100,,
7183,,1872950,,
7184,,14510490,,
7185,40000000,55668698,,
7186,30000000,32917353,,
7187,,1196669,,
7188,25000000,9204549,,
7189,30000000,8503658,,
7190,,4017852,,
7191,,9200168,,
7192,,254158390,,
7193,,5026154,,
7194,,2550321,,
7195,,86252940,,
7196,,3816527,,
7197,,237708,,
7198,60000000,197183546,,
7199,,251541,,
7200,,3285916,,
7201,,5104991,,
7202,42000000,60845711,,
7203,22000000,13025860,,
7204,21000000,66558465,,
7205,22000000,41087017,,
7206,,4477141,,
7207,10000000,62547032,,
7208,,10472180,,
7209,15000000,6423605,,
7210,6500000,60330833,,
7211,,7401949,,
7212,5000000,5042014,,
7213,25000000,25601244,,
7214,21000000,34814102,,
7215,22000000,40140972,,
7216,,4131358,,
7217,6400000,6724365,,
7218,,486623,,
7219,5400000,12062146,,
7220,,2096600,,
7221,28000000,130560428,,
7222,,3925992,,
7223,38000000,125427681,,
7224,,7425391,,
7225,12000000,23468586,,
7226,,33109,,
7227,,7162617,,
7228,,970809,,
7229,,1332204,,
7230,12000000,10116816,,
7231,,7704369,,
7232,,2443584,,
7233,,19015346,,
7234,,2583,,
7235,,14410,,
7236,,3338249,,
7237,,3322479,,
7238,,8737458,,
7239,,385733,,
7240,,8481997,,
7241,2000000,2308355,,
7242,7400000,29874280,,
7243,,109383972,,
7244,17000000,350320413,,
7245,321000000,2048359754,,
7246,110000000,786470484,,
7247,52000000,911902649,,
7248,200000000,1347597973,,
7249,10000000,80239658,,
7250,20000000,97644617,,
7251,160000000,1148485886,,
7252,175000000,582893671,,
7253,90000000,375540831,,
7254,178000000,791657398,,
7255,100000000,856085151,,
7256,23000000,321752656,,
7257,30000000,238539198,,
7258,162000000,622674139,,
7259,15000000,93413709,,
7260,88000000,160542134,,
7261,29000000,25957482,,
7262,275000000,392924807,,
7263,2800000,27365467,,
7264,8500000,2053469,,
7265,30000000,80509622,,
7266,40000000,43070915,,
7267,69000000,151572634,,
7268,36000000,436188866,,
7269,75000000,395618157,,
7270,30000000,49562710,,
7271,48000000,120556201,,
7272,170000000,1310466296,,
7273,2000000,14347433,,
7274,70000000,297718711,,
7275,20000000,7942093,,
7276,15000000,95918706,,
7277,130000000,530259473,,
7278,6000000,1555203,,
7279,35000000,75837743,,
7280,55000000,371987838,,
7281,10000000,255614941,,
7282,200000000,1244639527,,
7283,13000000,137056262,,
7284,,3081913,,
7285,12000000,242115,,
7286,22000000,365551694,,
7287,,98240,,
7288,62000000,190400157,,
7289,,2027391,,
7290,30000000,119942387,,
7291,37000000,117679066,,
7292,,10647493,,
7293,28000000,78130625,,
7294,23000000,34934009,,
7295,32000000,31882724,,
7296,,64337744,,
7297,200000000,654855901,,
7298,40000000,31676128,,
7299,50000000,174804407,,
7300,,167994,,
7301,100000000,86493046,,
7302,25000000,16636604,,
7303,4000000,64417003,,
7304,35000000,59945012,,
7305,17000000,66316289,,
7306,130000000,349546142,,
7307,,7682928,,
7308,135000000,467989645,,
7309,60000000,76073488,,
7310,80000000,528583774,,
7311,50000000,66308758,,
7312,50000000,351496066,,
7313,35000000,67450815,,
7314,40000000,75339459,,
7315,5000000,16706680,,
7316,25000000,46712809,,
7317,175000000,529323962,,
7318,38000000,41657844,,
7319,94000000,274650803,,
7320,43000000,35164920,,
7321,100000000,83869818,,
7322,62000000,288175335,,
7323,59000000,105713218,,
7324,50000000,214215889,,
7325,120000000,428028233,,
7326,,19176163,,
7327,10000000,9303022,,
7328,30000000,9330075,,
7329,42000000,75984700,,
7330,,7578063,,
7331,880000,75462037,,
7332,10000000,7997774,,
7333,21000000,94019120,,
7334,5000000,31039126,,
7335,25000000,53918723,,
7336,,2133033,,
7337,4900000,10421847,,
7338,24000000,17612099,,
7339,,67999335,,
7340,,5006989,,
7341,38000000,13143056,,
7342,,988687,,
7343,,18653107,,
7344,32000000,94539426,,
7345,15000000,13313581,,
7346,10000000,51738549,,
7347,,148504,,
7348,,245416,,
7349,10000000,104438188,,
7350,,730762,,
7351,3200000,18170707,,
7352,150000000,290930148,,
7353,42000000,40466970,,
7354,34000000,41142379,,
7355,,20343051,,
7356,3500000,95330710,,
7357,51000000,98203196,,
7358,,11473638,,
7359,12000000,91244913,,
7360,,42027,,
7361,2000000,4165776,,
7362,100000000,132675864,,
7363,8000000,487420,,
7364,4500000,62475342,,
7365,,21315827,,
7366,30000000,65859911,,
7367,,4080073,,
7368,42000000,131523093,,
7369,10000000,4376819,,
7370,10000000,6412349,,
7371,75000000,197744377,,
7372,9000000,5580940,,
7373,,62567,,
7374,,1474577,,
7375,10000000,167885588,,
7376,,11710110,,
7377,,4241656,,
7378,10000000,12442161,,
7379,1500000,14293601,,
7380,11000000,11853081,,
7381,25000000,158972499,,
7382,125000000,304868961,,
7383,,3321367,,
7384,,17860397,,
7385,3500000,16376066,,
7386,20000000,38755900,,
7387,,33748006,,
7388,,2390383,,
7389,14000000,953953,,
7390,39000000,13061491,,
7391,,4623836,,
7392,,2177678,,
7393,,11001627,,
7394,7000000,2584988,,
7395,1000000,16024987,,
7396,120000000,173961069,,
7397,,1362536,,
7398,40000000,27506452,,
7399,13000000,15636462,,
7400,29000000,103105878,,
7401,,365353,,
7402,80000000,214040103,,
7403,5500000,18160930,,
7404,,3915207,,
7405,16000000,72294066,,
7406,19000000,46664414,,
7407,,7123449,,
7408,7700000,43016528,,
7409,12000000,20596567,,
7410,,242847,,
7411,75000000,512492755,,
7412,,14273033,,
7413,3500000,44019588,,
7414,30000000,57076286,,
7415,19000000,5103663,,
7416,,4511157,,
7417,,4598051,,
7418,,6193234,,
7419,,1399272,,
7420,,130974,,
7421,13500000,31626386,,
7422,,11746,,
7423,,32427,,
7424,35000000,3326364,,
7425,,6877,,
7426,,2614006,,
7427,,60508780,,
7428,10000000,24420923,,
7429,16000000,20780685,,
7430,50000000,54622814,,
7431,7000000,86086881,,
7432,,878199,,
7433,8500000,115757940,,
7434,,11145006,,
7435,30000000,10313019,,
7436,,40124,,
7437,,962653,,
7438,35000000,93320380,,
7439,,13837294,,
7440,19000000,33705333,,
7441,,8771432,,
7442,,21022724,,
7443,,2251795,,
7444,9000000,47967636,,
7445,90000000,374565754,,
7446,356000000,2797501328,,
7447,11000000,40811919,,
7448,40000000,216601214,,
7449,9000000,155712077,,
7450,,15325468,,
7451,55000000,1074427370,,
7452,26000000,153193369,,
7453,11400000,258908054,,
7454,75000000,327281779,,
7455,40000000,311539397,,
7456,200000000,759056935,,
7457,160000000,1128462972,,
7458,14000000,69756455,,
7459,160000000,1131927996,,
7460,14000000,90335025,,
7461,100000000,365971656,,
7462,79000000,473093228,,
7463,95000000,384623579,,
7464,275000000,1078232589,,
7465,97600000,225508210,,
7466,159000000,968853,,
7467,,18123239,,
7468,125000000,800059707,,
7469,170000000,404980543,,
7470,20000000,255184580,,
7471,6000000,57615777,,
7472,50000000,55065289,,
7473,185000000,261119292,,
7474,13000000,237860050,,
7475,138000000,173469516,,
7476,6000000,24959607,,
7477,49000000,119682635,,
7478,20000000,246999039,,
7479,10000000,10209813,,
7480,,10088753,,
7481,260000000,1670727580,,
7482,183000000,1050693953,,
7483,18600000,333686,,
7484,170000000,386600138,,
7485,40000000,195179299,,
7486,20000000,157563598,,
7487,,31626978,,
7488,,10123353,,
7489,200000000,1073394593,,
7490,42000000,122810399,,
7491,40000000,53873809,,
7492,40000000,146661977,,
7493,110000000,253890701,,
7494,200000000,252442974,,
7495,150000000,1450026933,,
7496,6000000,32893421,,
7497,90000000,127461872,,
7498,6200000,133031473,,
7499,20000000,111037232,,
7500,5000000,61105744,,
7501,7000000,91527795,,
7502,60000000,76419755,,
7503,13500000,91542097,,
7504,30000000,231252591,,
7505,50000000,91490353,,
7506,4000000,22386555,,
7507,24000000,203783566,,
7508,45000000,9932621,,
7509,25000000,67760877,,
7510,129000000,525683457,,
7511,150000000,433921300,,
7512,25000000,14454622,,
7513,185000000,491730089,,
7514,,4637830,,
7515,80000000,430051293,,
7516,9000000,123133739,,
7517,25000000,8808611,,
7518,25000000,104545505,,
7519,8000000,36599361,,
7520,65000000,147792047,,
7521,20000000,72216294,,
7522,21000000,113118226,,
7523,12000000,47582563,,
7524,,2414269,,
7525,9000000,64600152,,
7526,11100000,193457467,,
7527,8000000,1561698,,
7528,,323369,,
7529,99000000,192306508,,
7530,10000000,44907074,,
7531,,2268204,,
7532,,1719157,,
7533,,23076657,,
7534,170000000,353284621,,
7535,21000000,95017038,,
7536,,22594,,
7537,35000000,21360215,,
7538,5000000,4554416,,
7539,38000000,15980032,,
7540,,1378160,,
7541,16000000,32390945,,
7542,18000000,33766787,,
7543,15000000,18096691,,
7544,20000000,11025353,,
7545,52000000,176345966,,
7546,75000000,180314199,,
7547,,9215591,,
7548,31000000,48791187,,
7549,,619855,,
7550,16000000,75741734,,
7551,5000000,5288011,,
7552,45000000,32450241,,
7553,20000000,9090040,,
7554,,3373474,,
7555,,7442106,,
7556,,3311391,,
7557,,2790019,,
7558,15000000,15383580,,
7559,18000000,80708134,,
7560,,24701637,,
7561,90000000,119559110,,
7562,,25775371,,
7563,18000000,,,
7564,,6405816,,
7565,10000000,345900,,
7566,48000000,699992512,,
7567,59000000,32140970,,
7568,1100000,,,
7569,100000000,26565710,,
7570,14000000,50444358,,
7571,10000000,16418218,,
7572,20000000,49000667,,
7573,6000000,21150265,,
7574,,726264074,,
7575,,4393018,,
7576,,28141995,,
7577,,20440,,
7578,5000000,38026103,,
7579,,80657,,
7580,20000000,74747725,,
7581,,682,,
7582,,119932733,,
7583,,354103,,
7584,9000000,6750029,,
7585,,210091,,
7586,,17987034,,
7587,,914565,,
7588,,5667057,,
7589,5000000,359377,,
7590,,13098981,,
7591,,5708522,,
7592,,69501772,,
7593,,300842,,
7594,,172952,,
7595,6000000,21354152,,
7596,,1635907,,
7597,,11799556,,
7598,,14256199,,
7599,,1473116,,
7600,,103047,,
7601,,1067629,,
7602,,9982083,,
7603,,151507,,
7604,,3173282,,
7605,350000,226421,,
7606,,624818,,
7607,,6111065,,
7608,,5756185,,
7609,,996171,,
7610,,3531837,,
7611,,5123,,
7612,,245179562,,
7613,,35261263,,
7614,,2217255,,
7615,,2298525,,
7616,2500000,50400,,
7617,1200000,45696,,
7618,,2973437,,
7619,,254475,,
7620,,12147170,,
7621,,38901,,
7622,,954641,,
7623,,4033587,,
7624,,417282021,,
7625,,26911995,,
7626,,790,,
7627,,26493648,,
7628,,99482027,,
7629,,155732,,
7630,,29251,,
7631,,,,
7632,,695164,,
7633,,288460,,
7634,,9667157,,
7635,,450064993,,
7636,,271101,,
7637,,1807216,,
7638,,1715851,,
7639,,45738461,,
7640,,20941,,
7641,,1101470,,
7642,,,,
7643,,1671969,,
7644,205000000,363656624,,
7645,,166534027,,
7646,84500000,201858461,,
7647,7000000,143151000,,
7648,,141950608,,
7649,90000000,426505244,,
7650,85000000,319715683,,
7651,175000000,245487753,,
7652,135000000,111105497,,
7653,80000000,461421559,,
7654,,3661,,
7655,370000,,,
7656,,240663149,,
7657,,413378,,
7658,,25818882,,
7659,5000,,,
7660,,13266,,
7661,,,,
7662,1000000,,,
7663,10000,,,
7664,7000,,,
7665,,,,
7666,58750,,,
7667,15000,,,
7668,,,,
